entity	יֵשׁוּת
skilled worker	!אֻמָּן
trained worker	!אֻמָּן
skilled workman	!אֻמָּן
slacker	!מִשְׁתַּמֵּט
shirker	!מִשְׁתַּמֵּט
slave	!עֶבֶד
striver	!עֶבֶד
hard worker	!עֶבֶד
sleepwalker	!סַהֲרוּרִי
somnambulist	!סַהֲרוּרִי
noctambulist	!סַהֲרוּרִי
smuggler	GAP!
runner	GAP!
contrabandist	GAP!
moon curser	GAP!
moon-curser	GAP!
snake in the grass	נָחָשׁ
sniper	!צַלָּף
solicitor	!עוֹרֵךְ דִּין
soloist	GAP!
son	בֵּן
boy	בֵּן
Rebel	GAP!
Reb	GAP!
Johnny Reb	GAP!
Johnny	GAP!
greyback	GAP!
specialist	!מֻמְחֶה
specializer	!מֻמְחֶה
specialiser	!מֻמְחֶה
specialist	רוֹפֵא-מֻמְחֶה
specialist	מֻמְחֶה
medical specialist	רוֹפֵא-מֻמְחֶה
medical specialist	מֻמְחֶה
spendthrift	GAP!
spend-all	GAP!
spender	GAP!
scattergood	GAP!
spokesman	!דּוֹבֵר
spouse	GAP!
married person	GAP!
mate	GAP!
better half	GAP!
spy	!מְרַגֵּל
undercover agent	!מְרַגֵּל
stableman	סַיָּס
stableboy	סַיָּס
groom	סַיָּס
hostler	סַיָּס
ostler	סַיָּס
stenographer	GAP!
amanuensis	GAP!
shorthand typist	GAP!
stevedore	סַוָּר
loader	סַוָּר
longshoreman	סַוָּר
docker	סַוָּר
dockhand	סַוָּר
dock worker	סַוָּר
dockworker	סַוָּר
dock-walloper	סַוָּר
lumper	סַוָּר
stewardess	!דַּיֶּלֶת
air hostess	!דַּיֶּלֶת
hostess	!דַּיֶּלֶת
stranger	!זָר
alien	!זָר
unknown	!זָר
streetwalker	זוֹנַת-רְחוֹב
street girl	זוֹנַת-רְחוֹב
hooker	זוֹנַת-רְחוֹב
hustler	זוֹנַת-רְחוֹב
floozy	זוֹנַת-רְחוֹב
floozie	זוֹנַת-רְחוֹב
slattern	זוֹנַת-רְחוֹב
striker	!חָלוּץ
stripper	!חַשְׂפָן
striptease artist	!חַשְׂפָן
striptease	!חַשְׂפָן
stripteaser	!חַשְׂפָן
exotic dancer	!חַשְׂפָן
ecdysiast	!חַשְׂפָן
peeler	!חַשְׂפָן
stud	מָאצ'וֹ
he-man	מָאצ'וֹ
macho-man	מָאצ'וֹ
student	סְטוּדֶנְט
student	תַּלְמִיד
pupil	סְטוּדֶנְט
pupil	תַּלְמִיד
educatee	סְטוּדֶנְט
educatee	תַּלְמִיד
stupid	!סָכָל
stupid person	!סָכָל
stupe	!סָכָל
dullard	!סָכָל
dolt	!סָכָל
pudding head	!סָכָל
pudden-head	!סָכָל
poor fish	!סָכָל
pillock	!סָכָל
subscriber	!מָנוּי
contributor	!מָנוּי
subscriber	GAP!
endorser	!מָנוּי
indorser	!מָנוּי
ratifier	!מָנוּי
suitor	!מְחַזֵּר
suer	!מְחַזֵּר
wooer	!מְחַזֵּר
supernumerary	נִצָּב
supernumerary	סְטָטִיסְט
spear carrier	נִצָּב
spear carrier	סְטָטִיסְט
extra	נִצָּב
extra	סְטָטִיסְט
supplier	GAP!
provider	GAP!
supporter	חָבֵר
protagonist	חָבֵר
champion	חָבֵר
admirer	חָבֵר
booster	חָבֵר
friend	חָבֵר
surgeon	GAP!
operating surgeon	GAP!
sawbones	GAP!
surrogate mother	אֵם-פּוּנְדְקָאִית
suspect	GAP!
sweetheart	!חָבֵר
sweetheart	חָבֵר
sweetie	!חָבֵר
sweetie	חָבֵר
steady	!חָבֵר
steady	חָבֵר
truelove	!חָבֵר
truelove	חָבֵר
swimmer	GAP!
natator	GAP!
bather	GAP!
tailor	!חַיָּט
seamster	!חַיָּט
sartor	!חַיָּט
tamer	!מְאַלֵּף
tank driver	!מְכָלִית
tax assessor	!מַעֲרִיךְ
tax assessor	!שַׁמַּאי
assessor	!מַעֲרִיךְ
assessor	!שַׁמַּאי
taxpayer	!נִשּׁוֹם
teacher	GAP!
instructor	GAP!
teller	!קֻפַּאי
cashier	!קֻפַּאי
bank clerk	!קֻפַּאי
tenant	!דַּיָּר
renter	!דַּיָּר
terrorist	GAP!
thief	GAP!
stealer	GAP!
thrower	!מָטוֹל
toddler	זַאֲטוּט
toddler	פָּעוֹט
toddler	פַסְפוּס
toddler	יַלְדּוֹן
toddler	קָטַנְצִ'יק
toddler	צוּצִיק
toddler	קָטָן
yearling	זַאֲטוּט
yearling	פָּעוֹט
yearling	פַסְפוּס
yearling	יַלְדּוֹן
yearling	קָטַנְצִ'יק
yearling	צוּצִיק
yearling	קָטָן
tot	זַאֲטוּט
tot	פָּעוֹט
tot	פַסְפוּס
tot	יַלְדּוֹן
tot	קָטַנְצִ'יק
tot	צוּצִיק
tot	קָטָן
bambino	זַאֲטוּט
bambino	פָּעוֹט
bambino	פַסְפוּס
bambino	יַלְדּוֹן
bambino	קָטַנְצִ'יק
bambino	צוּצִיק
bambino	קָטָן
tourist	GAP!
tourer	GAP!
holidaymaker	GAP!
tracker	GAP!
trader	!סוֹחֵר
bargainer	!סוֹחֵר
dealer	!סוֹחֵר
monger	!סוֹחֵר
trainee	GAP!
trainer	מְאַמֵּן
treasurer	GAP!
financial officer	GAP!
turner	!חָרָט
typist	!כַּתְבָנִית
tyrant	!עָרִיץ
autocrat	!עָרִיץ
despot	!עָרִיץ
ump	GAP!
upholsterer	!רַפָּד
usher	סַדְרָן
guide	סַדְרָן
usherette	!סַדְרָנִית
usher	!סַדְרָן
doorkeeper	!סַדְרָן
usurer	מַלְוֶה-בְּרִבִּית
loan shark	מַלְוֶה-בְּרִבִּית
moneylender	מַלְוֶה-בְּרִבִּית
shylock	מַלְוֶה-בְּרִבִּית
vegetarian	!צִמְחוֹנִי
vegan	טִבְעוֹנִי
villain	!נָבָל
scoundrel	!נָבָל
virgin	!בְּתוּלָה
volunteer	GAP!
unpaid worker	GAP!
military volunteer	GAP!
voluntary	GAP!
voter	GAP!
elector	GAP!
waiter	מֶלְצַר
server	מֶלְצַר
waitress	מֶלְצָרִית
wanderer	!הֵלֶךְ
wanderer	!נוֹדֵד
roamer	!הֵלֶךְ
roamer	!נוֹדֵד
rover	!הֵלֶךְ
rover	!נוֹדֵד
bird of passage	!הֵלֶךְ
bird of passage	!נוֹדֵד
warder	!סוֹהֵר
warder	!כַּלַּאי
wardress	!סוֹהֶרֶת
warrior	GAP!
weatherman	חַזַּאי
weather forecaster	חַזַּאי
welder	!רַתָּךְ
whip	מַצְלִיף
party whip	מַצְלִיף
widow	אַלְמָנָה
widow woman	אַלְמָנָה
widower	אַלְמָן
widowman	אַלְמָן
winger	!קִיצוֹנִי
wolf	!זְאֵב
woman chaser	!זְאֵב
skirt chaser	!זְאֵב
masher	!זְאֵב
workman	!עָמֵל
workingman	!עָמֵל
working man	!עָמֵל
working person	!עָמֵל
wrestler	מִתְאַבֵּק
grappler	מִתְאַבֵּק
matman	מִתְאַבֵּק
writer	סוֹפֵר
writer	מְחַבֵּר
author	סוֹפֵר
author	מְחַבֵּר
young person	צָעִיר
youth	צָעִיר
younker	צָעִיר
spring chicken	צָעִיר
Bell	אָלֶכְּסָנְדֶר-בֶּל
Alexander Bell	אָלֶכְּסָנְדֶר-בֶּל
Alexander Graham Bell	אָלֶכְּסָנְדֶר-בֶּל
Bush	!שִׂיחַ
George Bush	!שִׂיחַ
George H.W. Bush	!שִׂיחַ
George Herbert Walker Bush	!שִׂיחַ
President Bush	!שִׂיחַ
Frost	!כְּפוֹר
Frost	!קָרָה
Robert Frost	!כְּפוֹר
Robert Frost	!קָרָה
Robert Lee Frost	!כְּפוֹר
Robert Lee Frost	!קָרָה
Grant	!מַעֲנָק
Ulysses Grant	!מַעֲנָק
Ulysses S. Grant	!מַעֲנָק
Ulysses Simpson Grant	!מַעֲנָק
Hiram Ulysses Grant	!מַעֲנָק
President Grant	!מַעֲנָק
Mary	הַבְּתוּלָה-הַקְּדוֹשָׁה
Virgin Mary	הַבְּתוּלָה-הַקְּדוֹשָׁה
The Virgin	הַבְּתוּלָה-הַקְּדוֹשָׁה
Blessed Virgin	הַבְּתוּלָה-הַקְּדוֹשָׁה
Madonna	הַבְּתוּלָה-הַקְּדוֹשָׁה
Naomi	נָעֳמִי
Noemi	נָעֳמִי
Reed	GAP!
Walter Reed	GAP!
Teach	GAP!
Edward Teach	GAP!
Thatch	GAP!
Edward Thatch	GAP!
Blackbeard	GAP!
crystallization	הִתְגַּבְּשׁוּת
crystallisation	הִתְגַּבְּשׁוּת
crystallizing	הִתְגַּבְּשׁוּת
consequence	!דִּין
effect	!דִּין
outcome	!דִּין
result	!דִּין
event	!דִּין
issue	!דִּין
upshot	!דִּין
luck	!מַזָּל
fortune	!מַזָּל
chance	!מַזָּל
hazard	!מַזָּל
luck	מַזָּל
fortune	מַזָּל
apparent motion	!תְּנוּעָה
apparent movement	!תְּנוּעָה
beam	קֶרֶן-אוֹר
beam	אֲלֻמַּת-אוֹר
beam	קֶרֶן
beam of light	קֶרֶן-אוֹר
beam of light	אֲלֻמַּת-אוֹר
beam of light	קֶרֶן
light beam	קֶרֶן-אוֹר
light beam	אֲלֻמַּת-אוֹר
light beam	קֶרֶן
ray	קֶרֶן-אוֹר
ray	אֲלֻמַּת-אוֹר
ray	קֶרֶן
ray of light	קֶרֶן-אוֹר
ray of light	אֲלֻמַּת-אוֹר
ray of light	קֶרֶן
shaft	קֶרֶן-אוֹר
shaft	אֲלֻמַּת-אוֹר
shaft	קֶרֶן
shaft of light	קֶרֶן-אוֹר
shaft of light	אֲלֻמַּת-אוֹר
shaft of light	קֶרֶן
irradiation	קֶרֶן-אוֹר
irradiation	אֲלֻמַּת-אוֹר
irradiation	קֶרֶן
breeze	רוּחַ-קַלָּה
breeze	בְּרִיזָה
zephyr	רוּחַ-קַלָּה
zephyr	בְּרִיזָה
gentle wind	רוּחַ-קַלָּה
gentle wind	בְּרִיזָה
air	רוּחַ-קַלָּה
air	בְּרִיזָה
current	חַשְׁמַל
electric current	זֶרֶם
electric current	חַשְׁמַל
east wind	רוּחַ-מִזְרָחִית
easter	רוּחַ-מִזְרָחִית
easterly	רוּחַ-מִזְרָחִית
electricity	!חַשְׁמַל
electrical energy	!חַשְׁמַל
fog	!עֲרָפֶל
storm	סְעָרָה
storm	סוּפָה
violent storm	סְעָרָה
violent storm	סוּפָה
gravity	כּוֹחַ-הַכְּבִידָה
gravity	כְּבִידָה
gravity	כּוֹחַ-הַמְּשִׁיכָה
gravity	גְּרָבִיטַצְיָה
gravitation	כּוֹחַ-הַכְּבִידָה
gravitation	כְּבִידָה
gravitation	כּוֹחַ-הַמְּשִׁיכָה
gravitation	גְּרָבִיטַצְיָה
gravitational attraction	כּוֹחַ-הַכְּבִידָה
gravitational attraction	כְּבִידָה
gravitational attraction	כּוֹחַ-הַמְּשִׁיכָה
gravitational attraction	גְּרָבִיטַצְיָה
gravitational force	כּוֹחַ-הַכְּבִידָה
gravitational force	כְּבִידָה
gravitational force	כּוֹחַ-הַמְּשִׁיכָה
gravitational force	גְּרָבִיטַצְיָה
hail	בָּרָד
haze	אֹבֶךְ
visible light	אוֹר
visible radiation	אוֹר
lightning	בָּרָק
thaw	!הַפְשָׁרָה
thawing	!הַפְשָׁרָה
warming	!הַפְשָׁרָה
sunlight	שֶׁמֶשׁ
sunshine	שֶׁמֶשׁ
sun	שֶׁמֶשׁ
necrosis	גַּנְגְּרֶנָה
necrosis	נֶמֶק
mortification	גַּנְגְּרֶנָה
mortification	נֶמֶק
gangrene	גַּנְגְּרֶנָה
gangrene	נֶמֶק
sphacelus	גַּנְגְּרֶנָה
sphacelus	נֶמֶק
halo	הִלָּה
rainfall	גֶּשֶׁם
drizzle	טִפְטוּף
mizzle	טִפְטוּף
snow	שֶׁלֶג
snowfall	שֶׁלֶג
sea	GAP!
moss	טְחָב
fern	שָׁרָךְ
spore	נֶבֶג
seedling	שְׁתִיל
pine	אֹרֶן
pine tree	אֹרֶן
true pine	אֹרֶן
fir	אַשּׁוּחַ
fir tree	אַשּׁוּחַ
true fir	אַשּׁוּחַ
cedar	אֶרֶז
cedar tree	אֶרֶז
true cedar	אֶרֶז
cedarwood	אֶרֶז
cedar	!אֶרֶז
cedar tree	!אֶרֶז
cypress	בְּרוֹשׁ
cypress tree	בְּרוֹשׁ
juniper	עַרְעָר
anther	מַאֲבָק
pistil	עֱלִי
laurel	!דַּפְנָה
true laurel	!דַּפְנָה
bay	!דַּפְנָה
bay laurel	!דַּפְנָה
bay tree	!דַּפְנָה
Laurus nobilis	!דַּפְנָה
anemone	כַּלָּנִית
windflower	כַּלָּנִית
clover	!תִּלְתָּן
trefoil	!תִּלְתָּן
acacia	אָקַצְיָה
acacia	שִׁטָּה
oleander	הַרְדּוּף
rose bay	הַרְדּוּף
Nerium oleander	הַרְדּוּף
ivy	קִיסוֹס
common ivy	קִיסוֹס
English ivy	קִיסוֹס
Hedera helix	קִיסוֹס
spinach plant	תֶּרֶד
prickly-seeded spinach	תֶּרֶד
Spinacia oleracea	תֶּרֶד
cactus	קַקְטוּס
cabbage	כְּרוּב
cultivated cabbage	כְּרוּב
Brassica oleracea	כְּרוּב
cauliflower	כְּרוּבִית
Brassica oleracea botrytis	כְּרוּבִית
honesty	!יֹשֶׁר
silver dollar	!יֹשֶׁר
money plant	!יֹשֶׁר
satin flower	!יֹשֶׁר
satinpod	!יֹשֶׁר
Lunaria annua	!יֹשֶׁר
poppy	פָּרָג
wormwood	לַעֲנָה
thistle	!דַּרְדַּר
chrysanthemum	כְּרִיזַנְטֶמָה
chrysanthemum	חַרְצִית
sunflower	חַמָּנִית
sunflower	חַמָּנִיָּה
helianthus	חַמָּנִית
helianthus	חַמָּנִיָּה
orchid	סַחְלָב
orchid	אוֹרְכִידֵאָה
orchidaceous plant	סַחְלָב
orchidaceous plant	אוֹרְכִידֵאָה
cyclamen	רַקֶּפֶת
Cyclamen purpurascens	רַקֶּפֶת
chess	בְּרוֹמִית-הַשִּׁיפוֹן
cheat	בְּרוֹמִית-הַשִּׁיפוֹן
Bromus secalinus	בְּרוֹמִית-הַשִּׁיפוֹן
wheat	!חִטָּה
sugar corn	!תִּירָס
sweet corn plant	!תִּירָס
Zea mays rugosa	!תִּירָס
Zea saccharata	!תִּירָס
grain	גַּרְעִינִים
caryopsis	גַּרְעִינִים
pumpkin vine	!דְּלַעַת
autumn pumpkin	!דְּלַעַת
Cucurbita pepo	!דְּלַעַת
melon	!מֶלוֹן
melon vine	!מֶלוֹן
watermelon	מֶלוֹן אַפְרִיקָנִי
watermelon vine	מֶלוֹן אַפְרִיקָנִי
Citrullus vulgaris	מֶלוֹן אַפְרִיקָנִי
tall mallow	חֶלְמִית
high mallow	חֶלְמִית
cheese	חֶלְמִית
cheeseflower	חֶלְמִית
Malva sylvestris	חֶלְמִית
heather	!מַטְאֲטֵא
ling	!מַטְאֲטֵא
Scots heather	!מַטְאֲטֵא
broom	!מַטְאֲטֵא
Calluna vulgaris	!מַטְאֲטֵא
oak	אַלּוֹן
oak tree	אַלּוֹן
birch	לִבְנֶה
birch tree	לִבְנֶה
olive	זַיִת
European olive tree	זַיִת
Olea europaea	זַיִת
jasmine	יַסְמִין
lilac	לִילָךְ
tamarisk	אֵשֶׁל
hop	כְּשׁוּת
hops	כְּשׁוּת
common fig	תְּאֵנָה
common fig tree	תְּאֵנָה
Ficus carica	תְּאֵנָה
sycamore	פִיקוּס-הַשִּׁקְמָה
sycamore	שִׁקְמָה
sycamore fig	פִיקוּס-הַשִּׁקְמָה
sycamore fig	שִׁקְמָה
mulberry fig	פִיקוּס-הַשִּׁקְמָה
mulberry fig	שִׁקְמָה
Ficus sycomorus	פִיקוּס-הַשִּׁקְמָה
Ficus sycomorus	שִׁקְמָה
crocus	כַּרְכֹּם
daffodil	!נַרְקִיס
Narcissus pseudonarcissus	!נַרְקִיס
lily	חֲבַצֶּלֶת
lily	שׁוֹשָׁן
onion	בָּצָל
onion plant	בָּצָל
Allium cepa	בָּצָל
Allium sativum	שׁוּם
tulip	צִבְעוֹנִי
autumn crocus	סִתְוָנִית
meadow saffron	סִתְוָנִית
naked lady	סִתְוָנִית
Colchicum autumnale	סִתְוָנִית
carob	חָרוּב
carob tree	חָרוּב
carob bean tree	חָרוּב
algarroba	חָרוּב
Ceratonia siliqua	חָרוּב
locust tree	חָרוּב
locust	חָרוּב
locust	!אַרְבֶּה
Lens	GAP!
genus Lens	GAP!
pineapple plant	אֲנָנָס
Ananas comosus	אֲנָנָס
rose	וֶרֶד
rosebush	וֶרֶד
whitethorn	!מַאי
English hawthorn	!מַאי
may	!מַאי
Crataegus laevigata	!מַאי
Crataegus oxycantha	!מַאי
quince bush	חַבּוּשׁ
Cydonia oblonga	חַבּוּשׁ
loquat tree	שֶׁסֶק
Japanese medlar	שֶׁסֶק
Eriobotrya japonica	שֶׁסֶק
orchard apple tree	תַּפּוּחַ
Malus pumila	תַּפּוּחַ
plum tree	שְׁזִיף
pear tree	אַגָּס
Pyrus communis	אַגָּס
raspberry bush	פֶּטֶל
poplar	צַפְצָפָה
poplar tree	צַפְצָפָה
terebinth	אֵלָה
Pistacia terebinthus	אֵלָה
hyssop	אֵזוֹב
Hyssopus officinalis	אֵזוֹב
sesame	שֻׁמְשֹׁם
sesame	סוּמְסוּם
benne	שֻׁמְשֹׁם
benne	סוּמְסוּם
benni	שֻׁמְשֹׁם
benni	סוּמְסוּם
benny	שֻׁמְשֹׁם
benny	סוּמְסוּם
Sesamum indicum	שֻׁמְשֹׁם
Sesamum indicum	סוּמְסוּם
snapdragon	לע-הָאֲרִי
brinjal	חֲצִיל
eggplant bush	חֲצִיל
garden egg	חֲצִיל
Solanum melongena	חֲצִיל
love apple	עַגְבָנִיָּה
tomato plant	עַגְבָנִיָּה
Lycopersicon esculentum	עַגְבָנִיָּה
fungus	פִּטְרִיָּה
yeast	שְׁמָרִים
crop	תְּנוּבָה
crop	יְבוּל
harvest	תְּנוּבָה
harvest	יְבוּל
pulp	בָּשָׂר
poisonous plant	!רֹאשׁ
vine	מְטַפֵּס
tendril	קְנוֹקֶנֶת
crown	צַמֶּרֶת
crown	נוֹף
crown	אָמִיר
treetop	צַמֶּרֶת
treetop	נוֹף
treetop	אָמִיר
nut	אֱגוֹז
grape	גֶּפֶן
grapevine	גֶּפֶן
grape vine	גֶּפֶן
leaf	עַלְוָה
leafage	עַלְוָה
foliage	עַלְוָה
greenery	יֶרֶק
verdure	יֶרֶק
frond	עָלֶה-שָׁסוּעַ
branchlet	זַלְזַל
twig	זַלְזַל
sprig	זַלְזַל
trunk	גֶּזַע
tree trunk	גֶּזַע
bole	גֶּזַע
ownership	בַּעֲלוּת
property	!רְכוּשׁ
belongings	!רְכוּשׁ
holding	!רְכוּשׁ
money	!כֶּסֶף
income	הַכְנָסָה
gross	בְּרוּטוֹ
revenue	בְּרוּטוֹ
receipts	בְּרוּטוֹ
gate	GAP!
net income	שְׂכַר-נֶטוֹ
net income	הַכְנָסָה-נְקִיָּה
net income	נֶטוֹ
net income	הַכְנָסָה-נֶטוֹ
net	שְׂכַר-נֶטוֹ
net	הַכְנָסָה-נְקִיָּה
net	נֶטוֹ
net	הַכְנָסָה-נֶטוֹ
net profit	שְׂכַר-נֶטוֹ
net profit	הַכְנָסָה-נְקִיָּה
net profit	נֶטוֹ
net profit	הַכְנָסָה-נֶטוֹ
lucre	שְׂכַר-נֶטוֹ
lucre	הַכְנָסָה-נְקִיָּה
lucre	נֶטוֹ
lucre	הַכְנָסָה-נֶטוֹ
profit	שְׂכַר-נֶטוֹ
profit	הַכְנָסָה-נְקִיָּה
profit	נֶטוֹ
profit	הַכְנָסָה-נֶטוֹ
profits	שְׂכַר-נֶטוֹ
profits	הַכְנָסָה-נְקִיָּה
profits	נֶטוֹ
profits	הַכְנָסָה-נֶטוֹ
earnings	שְׂכַר-נֶטוֹ
earnings	הַכְנָסָה-נְקִיָּה
earnings	נֶטוֹ
earnings	הַכְנָסָה-נֶטוֹ
tax income	!הַכְנָסָה
taxation	!הַכְנָסָה
tax revenue	!הַכְנָסָה
revenue	!הַכְנָסָה
loot	שָׁלָל
booty	שָׁלָל
pillage	שָׁלָל
plunder	שָׁלָל
prize	שָׁלָל
swag	שָׁלָל
dirty money	שָׁלָל
bequest	!עִזָּבוֹן
legacy	!עִזָּבוֹן
dowry	נְדוּנְיָה
dowery	נְדוּנְיָה
dower	נְדוּנְיָה
portion	נְדוּנְיָה
scholarship	מִלְגָּה
prize	פְּרָס
contribution	GAP!
bonus	בּוֹנוּס
bonus	תַּמְרִיץ
incentive	בּוֹנוּס
incentive	תַּמְרִיץ
outgo	הוֹצָאָה
spending	הוֹצָאָה
outlay	הוֹצָאָה
expense	!הוֹצָאָה
disbursal	!הוֹצָאָה
disbursement	!הוֹצָאָה
cost	עֲלוּת
wage	מַשְׂכֹּרֶת
wage	שָׂכָר
pay	מַשְׂכֹּרֶת
pay	שָׂכָר
earnings	מַשְׂכֹּרֶת
earnings	שָׂכָר
remuneration	מַשְׂכֹּרֶת
remuneration	שָׂכָר
salary	מַשְׂכֹּרֶת
salary	שָׂכָר
subscription	מִנּוּי
ransom	כֹּפֶר
ransom money	כֹּפֶר
bribe	שַׁלְמוֹנִים
bribe	שֹׁחַד
payoff	שַׁלְמוֹנִים
payoff	שֹׁחַד
percentage	חֵלֶק
damages	שִׁפּוּי
damages	פִּצּוּיִים
amends	שִׁפּוּי
amends	פִּצּוּיִים
indemnity	שִׁפּוּי
indemnity	פִּצּוּיִים
indemnification	שִׁפּוּי
indemnification	פִּצּוּיִים
restitution	שִׁפּוּי
restitution	פִּצּוּיִים
redress	שִׁפּוּי
redress	פִּצּוּיִים
gratuity	טִיפּ
gratuity	דְּמֵי-שְׁתִיָּה
gratuity	תֶּשֶׁר
tip	טִיפּ
tip	דְּמֵי-שְׁתִיָּה
tip	תֶּשֶׁר
pourboire	טִיפּ
pourboire	דְּמֵי-שְׁתִיָּה
pourboire	תֶּשֶׁר
baksheesh	טִיפּ
baksheesh	דְּמֵי-שְׁתִיָּה
baksheesh	תֶּשֶׁר
bakshish	טִיפּ
bakshish	דְּמֵי-שְׁתִיָּה
bakshish	תֶּשֶׁר
bakshis	טִיפּ
bakshis	דְּמֵי-שְׁתִיָּה
bakshis	תֶּשֶׁר
backsheesh	טִיפּ
backsheesh	דְּמֵי-שְׁתִיָּה
backsheesh	תֶּשֶׁר
terms	מְחִיר
damage	מְחִיר
tax	מַס
taxation	מַס
revenue enhancement	מַס
property tax	אַרְנוֹנָה
land tax	אַרְנוֹנָה
tariff	!תַּפְקִיד
customs	מֶכֶס
customs duty	מֶכֶס
custom	מֶכֶס
impost	מֶכֶס
tonnage	טוֹנָז'
tunnage	טוֹנָז'
tonnage duty	טוֹנָז'
commission	קוֹמִיסְיוֹן
commission	עַמְלָה
toll	אַגְרָה
rate of exchange	שַׁעַר-הַחֲלִיפִין
exchange rate	שַׁעַר-הַחֲלִיפִין
depreciation	בְּלַאי
depreciation	פְּחָת
wear and tear	בְּלַאי
wear and tear	פְּחָת
investment funds	הַשְׁקָעָה
gamble	!הִמּוּר
insurance	בִּטּוּחַ
bail	עַרְבוּת
bail	עֲרֵבוּת
bail bond	עַרְבוּת
bail bond	עֲרֵבוּת
bond	עַרְבוּת
bond	עֲרֵבוּת
mortgage	שִׁעְבּוּד
mortgage	מַשְׁכַּנְתָּא
mortgage	מַשְׁכַּנְתָּה
guarantee	עֲרֵבוּת
guarantee	עַרְבוּת
guaranty	עֲרֵבוּת
guaranty	עַרְבוּת
fund	קֶרֶן
monetary fund	קֶרֶן
savings	חִסָּכוֹן
nest egg	חִסָּכוֹן
bank account	חֶשְׁבּוֹן
bank account	חֶשְׁבּוֹן-בַּנְק
hoard	מַטְמוֹן
cache	מַטְמוֹן
stash	מַטְמוֹן
store	מְלַאי
stock	מְלַאי
fund	מְלַאי
treasure	אוֹצָר
hoarded wealth	אוֹצָר
pearl	פְּנִינָה
advance	מִקְדָּמָה
cash advance	מִקְדָּמָה
pension	קִצְבַּת-זִקְנָה
pension	פֶּנְסְיָה
cash	מְזֻמָּנִים
cash	מְזֻמָּן
immediate payment	מְזֻמָּנִים
immediate payment	מְזֻמָּן
hard cash	מְזֻמָּנִים
hard cash	מְזֻמָּן
hard currency	מְזֻמָּנִים
hard currency	מְזֻמָּן
coin	מַטְבֵּעַ
penny	!פֶּנִי
cent	!פֶּנִי
centime	!פֶּנִי
loan	הַלְוָאָה
debit	חוֹבָה
debit entry	חוֹבָה
security	נְיַר-עֵרֶךְ
certificate	נְיַר-עֵרֶךְ
budget	תַּקְצִיב
adaptation	אָדַפְּטַצְיָה
adaptation	הִסְתַּגְּלוּת
adaption	אָדַפְּטַצְיָה
adaption	הִסְתַּגְּלוּת
adjustment	אָדַפְּטַצְיָה
adjustment	הִסְתַּגְּלוּת
blowing	!תְּקִיעָה
cavity	עַשֶּׁשֶׁת
caries	עַשֶּׁשֶׁת
dental caries	עַשֶּׁשֶׁת
tooth decay	עַשֶּׁשֶׁת
chemical reaction	תְּגוּבָה-כִּימִית
chemical reaction	רֵאַקְצְיָה
chemical reaction	תְּגוּבָה
reaction	תְּגוּבָה-כִּימִית
reaction	רֵאַקְצְיָה
convalescence	הַחְלָמָה
recuperation	הַחְלָמָה
recovery	הַחְלָמָה
deepening	!הַעֲמָקָה
dehydration	יִבּוּשׁ
desiccation	יִבּוּשׁ
drying up	יִבּוּשׁ
evaporation	יִבּוּשׁ
demand	בִּקּוּשׁ
desalination	הַתְפָּלָה
desalination	הַתְפָּלַת-מַיִם
desalinization	הַתְפָּלָה
desalinization	הַתְפָּלַת-מַיִם
desalinisation	הַתְפָּלָה
desalinisation	הַתְפָּלַת-מַיִם
development	פִּתּוּחַ
developing	פִּתּוּחַ
development	הִתְפַּתְּחוּת
evolution	הִתְפַּתְּחוּת
digestion	עִכּוּל
elimination	!פִּנּוּי
evacuation	!פִּנּוּי
excretion	!פִּנּוּי
excreting	!פִּנּוּי
voiding	!פִּנּוּי
erosion	שְׁחִיקָה
eroding	שְׁחִיקָה
eating away	שְׁחִיקָה
wearing	שְׁחִיקָה
wearing away	שְׁחִיקָה
flame	אֵשׁ
flaming	אֵשׁ
germination	נְבִיטָה
sprouting	נְבִיטָה
healing	!רִפּוּי
inflow	!זְרִימָה
influx	!זְרִימָה
lacrimation	דְּמִיעָה
lachrymation	דְּמִיעָה
tearing	דְּמִיעָה
watering	דְּמִיעָה
laying	הֲטָלַת-בֵּיצִים
laying	הֲטָלָה
egg laying	הֲטָלַת-בֵּיצִים
egg laying	הֲטָלָה
menstruation	וֶסֶת
menses	וֶסֶת
menstruum	וֶסֶת
catamenia	וֶסֶת
period	וֶסֶת
flow	וֶסֶת
micturition	הַשְׁתָּנָה
urination	הַשְׁתָּנָה
nutrition	תְּזוּנָה
omission	!הַשְׁמָטָה
deletion	!הַשְׁמָטָה
ovulation	בִּיּוּץ
oxidation	חִמְצוּן
oxidization	חִמְצוּן
oxidisation	חִמְצוּן
permeation	!חֲדִירָה
permeation	!חִלְחוּל
pervasion	!חֲדִירָה
pervasion	!חִלְחוּל
suffusion	!חֲדִירָה
suffusion	!חִלְחוּל
processing	עִבּוּד
slump	נְפִילָה
slack	נְפִילָה
drop-off	נְפִילָה
falloff	נְפִילָה
falling off	נְפִילָה
smoke	עָשָׁן
smoking	עָשָׁן
softening	הִתְרַכְּכוּת
souring	הַחְמָצָה
vaporization	הִתְאַדּוּת
vaporization	הִתְנַדְּפוּת
vaporisation	הִתְאַדּוּת
vaporisation	הִתְנַדְּפוּת
vapor	הִתְאַדּוּת
vapor	הִתְנַדְּפוּת
vapour	הִתְאַדּוּת
vapour	הִתְנַדְּפוּת
